Protein Group#,Protein Accession #,Protein Description,GN,PSM#,Total Peptide#,Unique Peptide#,% Coverage,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,Ctrl8,Ctrl9,Ctrl10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10
SJPG0103307.001,sp|Q8NFP9|NBEA_HUMAN,Neurobeachin OS=Homo sapiens OX=9606 GN=NBEA PE=1 SV=3,NBEA,257,102,0,40.9,1516825.21,1035284.05,1300873.1,1031348.56,2006736.28,917120.72,1656540.82,1077011.75,1130153.02,1228575.65,1234114.72,1461453.5,1464203.02,1420029.17,1412389.61,1670257.55,1738176.21,1143178.25,1561504.52,1006309.21
SJPG0101099.001,sp|Q8IXM3|RM41_HUMAN,"39S ribosomal protein L41, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL41 PE=1 SV=1",MRPL41,6,4,4,31.38,177278.99,174869,148906.74,169473.69,183966.14,112993,264158.22,227156.01,95361.91,204574.63,150039.26,169032.9,121504.48,140959.99,203067.72,160025.38,167807.47,250200.95,131751.16,130224.2
SJPG0101813.001,sp|C9JLW8|MCRI1_HUMAN,Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1,MCRIP1,10,5,0,47.42,421680.26,429328.53,361570.71,342775.25,505640.11,448731.71,424931.09,434745.66,333141.07,378250.15,417930.91,459970.89,368947.28,377549.19,544063.6,378384.3,410287.64,330444.16,419848.6,454563.13
SJPG0146926.001,cu|MRPS27_G228D|snp,MRPS27|uc003kca.4|G228D|chr5:71519664-71519664.C_T,NA,13,3,1,44.26,477977.46,400213.99,443756.12,457048.46,483195.45,248662.06,548285.92,458896.16,255163.79,346253.53,405954.1,391324.02,379793.21,314969.4,486806.85,296360.19,581428.07,674447.74,417685.9,350614.68
SJPG0108946.001,sp|Q9NR09|BIRC6_HUMAN,Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2,BIRC6,34,28,3,6.34,202787.63,187120.96,185297.13,199437.83,236665.93,177338.83,217602.6,188555.28,188179.38,179931.06,211602.91,192219.99,163159.17,163986.27,204746.61,185472.07,195107.69,187707.7,187490.02,172020.13
SJPG0110176.001,sp|Q6ZQX7|LIAT1_HUMAN,Protein LIAT1 OS=Homo sapiens OX=9606 GN=LIAT1 PE=2 SV=2,LIAT1,6,2,0,6.62,843681.06,541816.89,666731.05,343496.66,927125.65,273809.34,823042.4,688047.7,323123.19,644305.06,713041.52,794759.49,725305.41,637044.14,912333.47,791727.79,1163603.95,612528.98,957098.8,291041.23
SJPG0103747.002,sp|Q9HAR2-2|AGRL3_HUMAN,Isoform 2 of Adhesion G protein-coupled receptor L3 OS=Homo sapiens OX=9606 GN=ADGRL3,ADGRL3,38,23,1,19.76,822349.62,698716.05,773188.11,619562.61,1350701.36,517148.48,1089084.85,602186.01,593822.45,679316.48,581566.31,784985.21,774166.97,801973.5,804317.88,886567.95,975137.68,580065.52,874530.06,563427.51
SJPG0107861.001,sp|O75449|KTNA1_HUMAN,Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens OX=9606 GN=KATNA1 PE=1 SV=1,KATNA1,10,6,1,8.96,292743.24,235317.67,276472.95,232706.27,307709.56,227358.6,300215.03,261318.95,274273.29,319731.85,291624.66,225948.28,259720.36,274979.08,277419.74,279418.57,270272.37,235152.89,268119.36,237335.74
SJPG0105141.001,sp|Q13625|ASPP2_HUMAN,Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens OX=9606 GN=TP53BP2 PE=1 SV=2,TP53BP2,13,7,0,8.33,360440.72,301344.95,353698.61,329318.9,319713.65,294755.89,341600.06,304622.28,331622.66,279766.92,403795.02,369181.2,296430.44,355934.18,462169.43,440000.65,398356.93,318909.03,351451.46,360860.97
SJPG0101417.001,sp|Q9BQE5|APOL2_HUMAN,Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=1,APOL2,20,11,0,38.28,889321.55,547607.46,783091.5,578250.14,906633.22,484473.42,1110818.63,867597.14,567773.2,776617.07,862149.68,859910.76,810189.83,752237.5,1038501.06,817375.11,984388.17,805034.6,716564.26,583870.94
SJPG0111202.001,sp|Q9UKV5|AMFR_HUMAN,E3 ubiquitin-protein ligase AMFR OS=Homo sapiens OX=9606 GN=AMFR PE=1 SV=2,AMFR,3,2,0,3.42,100835.93,74812.3,87541.88,82632.75,95929.87,61574.42,134929.33,91413.97,48025.71,75206.66,75577.52,90057.69,74295.14,90668.6,84427.11,106845.97,96667.24,84163.71,92882,67707.05
SJPG0101434.001,sp|Q8IV01|SYT12_HUMAN,Synaptotagmin-12 OS=Homo sapiens OX=9606 GN=SYT12 PE=1 SV=1,SYT12,76,20,18,47.98,1039031.54,991742.47,1174493.32,620403.54,1334313.45,601754.01,1341477.86,883538.21,823490.72,947125.4,604752.03,1371762.62,1057903.59,1189129.1,961363.53,1210811.16,1273277.93,1021590.31,968149.87,628977.59
SJPG0103747.001,sp|Q9HAR2|AGRL3_HUMAN,Adhesion G protein-coupled receptor L3 OS=Homo sapiens OX=9606 GN=ADGRL3 PE=1 SV=2,ADGRL3,41,26,0,19.9,803064.15,692862.6,767601.09,618200.87,1229045.39,525218.41,1049218.37,597462.12,587198.36,668662.06,581583.13,778494.57,778690.37,798442.81,788372.92,870684.82,952312.83,573814.09,853393.44,573051.99
SJPG0100420.001,sp|Q8WUW1|BRK1_HUMAN,Protein BRICK1 OS=Homo sapiens OX=9606 GN=BRK1 PE=1 SV=1,BRK1,15,5,0,54.66,874658.3,930679.67,795561.23,806722.33,1003077.98,625491.48,748459.46,1296735.25,658306.94,1132552.18,1027899.34,727886.4,783169.51,700170.61,1035475.56,675827.92,705899.25,728864.97,790685.6,767466.42
SJPG0102609.001,sp|Q96D71|REPS1_HUMAN,RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens OX=9606 GN=REPS1 PE=1 SV=3,REPS1,46,22,0,35.8,838173.25,849973.79,696456.26,794751.13,896325.25,607421.34,866326.4,950644.09,808504.45,973936.8,1027955.21,931952.19,668040.35,759668.88,1062148.2,743493.01,1168773.07,823018.08,949079.52,751161.11
SJPG0101182.001,sp|Q9Y291|RT33_HUMAN,"28S ribosomal protein S33, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS33 PE=1 SV=1",MRPS33,4,2,0,19.81,388493.47,273429.4,234191.9,250939.18,531641.93,154884.94,290712.6,412231.41,186485.36,310186.68,522516.13,343263.94,178541.67,184205.23,470531.16,172910.71,640632.48,544597.01,273663.32,253176.74
SJPG0100499.001,sp|Q92558|WASF1_HUMAN,Wiskott-Aldrich syndrome protein family member 1 OS=Homo sapiens OX=9606 GN=WASF1 PE=1 SV=1,WASF1,38,14,13,30.95,909000.5,1245879.47,820131.56,1070233.91,1024777.54,765076.65,827729.92,1421737.32,930856.56,1351115.81,1056603.18,1012114.24,963213.87,1074631.13,1106859.49,919044.23,918431.31,1014065.76,973917.16,955389.56
SJPG0117338.001,tr|Q8TB74|Q8TB74_HUMAN,"Similar to Cytochrome c, somatic OS=Homo sapiens OX=9606 GN=MGC12965 PE=2 SV=1",MGC12965,1,1,1,2.68,227163.64,171727.13,168163.26,131821.88,319141.2,134170.38,218851.21,199256.72,194568.35,203530.06,256659.69,231515.12,280053.54,207588.6,235659.31,180521.39,312406.57,246345.37,196041.35,184450.82
SJPG0110988.001,sp|Q7L211|ABHDD_HUMAN,Protein ABHD13 OS=Homo sapiens OX=9606 GN=ABHD13 PE=2 SV=1,ABHD13,1,1,0,2.08,226283.95,176317,145383.59,169139.09,260723.71,135961.52,224232.95,204437.93,136801.24,212197.11,195578.45,194618.12,125937.42,138804.29,194400.14,199875.86,236486.36,167588.95,173226.79,120950.82
SJPG0102979.001,sp|Q9UMS4|PRP19_HUMAN,Pre-mRNA-processing factor 19 OS=Homo sapiens OX=9606 GN=PRPF19 PE=1 SV=1,PRPF19,56,17,13,41.47,1608080.17,1468577.4,1000620.99,1312302.43,1896726.21,932215.73,1235820.99,1571629.08,1239401.98,1451413.59,2130698.76,1408392.08,832712.05,918014.53,1771401.09,1165925.4,1653903.94,1426601.62,1269821.36,1268714.01
SJPG0100218.002,sp|P47756-2|CAPZB_HUMAN,Isoform 2 of F-actin-capping protein subunit beta OS=Homo sapiens OX=9606 GN=CAPZB,CAPZB,143,22,0,66.54,3550759.75,3570050.29,3685257.95,3563298.14,4212158.8,3332545.63,3562411.61,3320843.03,3043817.44,4038084.12,3232197.99,3942259.99,3325085.56,3600385.91,4143226.92,3410750.53,3774827.19,3492355.53,3524038.45,3619805.57
SJPG0105649.001,sp|Q3MHD2|LSM12_HUMAN,Protein LSM12 homolog OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2,LSM12,8,4,0,30.25,444945.51,404662.78,404525.94,368675.51,452172.21,341215.69,491178.2,427891.36,462296.17,474084.3,495209.89,452218.32,365498.23,444013.11,454512.01,450374.02,536518.32,482594.1,449198.51,376173.21
SJPG0101363.010,tr|A0A2R8YF47|A0A2R8YF47_HUMAN,Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=4 SV=1,CSNK2A1,5,1,0,15.96,279734.38,212579.71,164605.48,216824.93,294242.44,150960.29,197514.58,260729.75,227189.93,300860.96,295525.91,240549.36,146525.09,152061.2,287906.37,187984.09,245945.56,222419.54,226427.59,204739.02
SJPG0103102.001,sp|O60941|DTNB_HUMAN,Dystrobrevin beta OS=Homo sapiens OX=9606 GN=DTNB PE=1 SV=1,DTNB,50,17,0,32.54,1572682.46,1569734.35,1471510.23,1651740.42,1442498.5,1130190.15,1625927.71,1487183.39,1585362.56,1566504.65,1757603.33,1776495.98,1490646.69,1652708.58,2000773.21,1898714.16,1896696.14,1481343.37,1929576.85,1370287.46
SJPG0100495.013,sp|Q9Y4J8-13|DTNA_HUMAN,Isoform 13 of Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA,DTNA,75,27,0,44.8,1695498.42,1721059.68,1458645.99,2214499.93,1385920.65,1104441.86,1582181.36,1586774.57,1852967.99,1821353.17,2073376.53,2234799.35,1375676.38,1566588.57,2631520.96,1957628.01,2177903.99,1646543.68,2134576.47,1543072.53
SJPG0102416.003,tr|B4E2S3|B4E2S3_HUMAN,cDNA FLJ56561 OS=Homo sapiens OX=9606 PE=2 SV=1,NA,46,20,0,35.23,2435829.55,2142210.79,2166937.62,2285987.2,3087134.71,1883516.7,2791458.24,2085423.52,2062981.41,2724355.42,2012854.93,2338389.76,2454511.62,2608118.13,2248307.87,2765689.26,2677806.76,2215163.65,2634540.7,1849519.58
SJPG0130879.001,cu|AKAP12_E1502D|snp,AKAP12|uc003qof.3|E1502D|chr6:151674326-151674326.A_C,NA,2,2,1,50.81,882356.01,1168175.99,956044.46,1194941.31,634265.27,820135.66,855779.42,1107747.39,1353828.45,1322196.28,701537.08,1005870.44,1308075.29,902180.29,1384006.8,1228162.29,554484.08,1182236.82,705509.89,1003854.66
SJPG0100495.001,sp|Q9Y4J8|DTNA_HUMAN,Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA PE=1 SV=2,DTNA,75,27,0,41.18,1695498.42,1721059.68,1458645.99,2214499.93,1385920.65,1103152.99,1579141.72,1596859.75,1844442.83,1818918.65,2073376.53,2234799.35,1375676.38,1566588.57,2631520.96,1960145.26,2183514.57,1647927.63,2132970.69,1541263.06
SJPG0105600.001,sp|Q9Y2G8|DJC16_HUMAN,DnaJ homolog subfamily C member 16 OS=Homo sapiens OX=9606 GN=DNAJC16 PE=2 SV=3,DNAJC16,13,9,3,12.53,167909.16,152989.35,152691.9,134454.5,174533.86,143798.79,175912.51,165342.03,148402.55,179856.1,178836.41,172160.16,148249.73,160739.01,160391.66,159930.83,171044.16,174716.6,160264.29,134737.25
SJPG0100390.003,tr|C9JRZ6|C9JRZ6_HUMAN,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=2,CHCHD3,37,13,1,55.17,1494381.32,2147435.15,1896646.61,1809461.04,1585631.53,1269598.01,1475993.74,1610579.19,1980596.69,2105258.08,1178130.37,2078770.92,1737839.47,1900050.75,1794338.2,1598154.52,1578328.3,1622936.11,1436518.68,1916741.12
SJPG0106006.001,sp|Q9BQ95|ECSIT_HUMAN,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial OS=Homo sapiens OX=9606 GN=ECSIT PE=1 SV=1",ECSIT,8,4,0,18.1,141546.27,101242.5,107393.62,109762.75,132987.5,89195.79,152717.96,119557.72,71860.52,98892.66,106043.17,105372.74,87771.59,96721.49,101964.05,117211.09,122632.37,120271.15,98931.78,91474.85
SJPG0101670.001,sp|Q8WWM7|ATX2L_HUMAN,Ataxin-2-like protein OS=Homo sapiens OX=9606 GN=ATXN2L PE=1 SV=2,ATXN2L,30,19,1,19.35,748350.67,647018,691452.85,696864.12,799068.02,637672.26,745164.82,667068.75,876675.13,721731.8,801509.07,729704.7,740378.18,738682.71,782336.66,770398.55,838419.52,686451.47,749983.92,905890.05
SJPG0103964.003,sp|O00142-3|KITM_HUMAN,"Isoform 3 of Thymidine kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TK2",TK2,21,7,1,25,660197.07,515755.63,458247.63,533898.51,600596.83,360609.77,547447.61,578320.88,442688.17,516239.2,545021.9,552378.94,441584.76,447731.83,565536.44,492075.6,570889.74,616692.45,500370.94,480435.13
SJPG0100758.001,sp|Q86SX6|GLRX5_HUMAN,"Glutaredoxin-related protein 5, mitochondrial OS=Homo sapiens OX=9606 GN=GLRX5 PE=1 SV=2",GLRX5,57,6,6,31.85,1167769.52,741629.08,578636.91,684155.05,1600116.98,431683.9,1178438.76,782648.12,509341.6,796994.07,976945.36,720476.22,334886.3,566601.56,1199492.32,797097.19,1151956.8,1019301.06,864064.04,531210.61
SJPG0100226.001,sp|Q9H7D7|WDR26_HUMAN,WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=3,WDR26,36,14,0,28.59,466643.42,384787.43,395683.99,360140.67,554555.43,335716.3,515910.82,433521.6,330802.64,412080.8,475176.61,375917.9,368011.34,373357.46,531769.47,457750.13,365401.79,376832.41,387374.33,436228.78
SJPG0101417.002,tr|J3KQL8|J3KQL8_HUMAN,Apolipoprotein L2 OS=Homo sapiens OX=9606 GN=APOL2 PE=1 SV=2,APOL2,26,12,0,32.52,859830.34,584023.17,773705.86,615497.71,885289.32,493952.8,1049763.54,873056.91,587276.89,787969.56,888305.35,843263.24,777741.71,720978.14,991578.27,800569.26,951253.73,828706.73,726257.5,595802.34
SJPG0102416.001,sp|Q14699|RFTN1_HUMAN,Raftlin OS=Homo sapiens OX=9606 GN=RFTN1 PE=1 SV=4,RFTN1,46,20,0,47.4,2711006.63,2362863.34,2394109.06,2509744.04,3458914.8,2075482.61,3104005.04,2319621.31,2290013.57,3029330.64,2237732.23,2593494.52,2728000.33,2904186.97,2493097.13,3045195.87,2980859.37,2432174.28,2926021.03,2041387.12
SJPG0101237.010,sp|Q15811-10|ITSN1_HUMAN,Isoform 10 of Intersectin-1 OS=Homo sapiens OX=9606 GN=ITSN1,ITSN1,237,52,0,41.09,1885997.75,1378509.1,1436407.56,1560228.69,1965792.78,983277.23,1945929.05,1618407.74,1848965.89,1696073.19,2007194.13,2145826.78,1485672.56,1726418.31,2267494.84,2010976.75,2569935.78,1752077.35,2185680.69,1357436.25
SJPG0100706.001,sp|P13861|KAP2_HUMAN,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,PRKAR2A,101,20,0,54.7,2094676.67,2085110.58,1781848.2,2387620.27,2224085.44,1584772.25,2195186.54,2191581.22,2047375.6,2862293.65,2380723.43,2116752.83,1861054.5,1924569.71,2391118.07,2162052.57,2179810.05,2320216.48,2166187.83,1882576.15
SJPG0141620.001,cu|GTPBP3_V282A|snp,GTPBP3|uc002ngg.4|V282A|chr19:17450016-17450016.T_C,NA,4,2,1,39.34,121598.22,88106.67,96597.59,98305.59,133717.06,67125.37,159121.45,88940.09,69675.96,91883.31,128051.16,108664.19,75806.99,92594.41,112114.54,124559.09,136581.84,138485.56,105109.62,78353.81
SJPG0105941.001,sp|Q8IWP9|CC28A_HUMAN,Coiled-coil domain-containing protein 28A OS=Homo sapiens OX=9606 GN=CCDC28A PE=1 SV=1,CCDC28A,5,4,1,25.55,279106.95,227823.78,232803.15,245723.58,316974.8,184897.84,268613.32,271229.85,243202.46,239537.73,238746.7,254066.88,203616.89,199521.03,277545.16,271348.05,255038.49,228206.28,286724.78,233141.95
SJPG0101946.003,sp|O00330-3|ODPX_HUMAN,"Isoform 3 of Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX",PDHX,107,17,0,40.12,2855185.5,3713853.74,2515971.01,3830093.11,3291512.87,1489852.35,2510871.41,5227679.84,2797442.02,4976334.97,3918606.7,3735408.01,1835253.64,2148020.6,4344135.73,1875761.45,3883212.6,6377837.47,2728994.56,2322629.9
SJPG0101946.001,sp|O00330|ODPX_HUMAN,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3",PDHX,107,17,0,38.92,2855185.5,3713853.74,2515971.01,3830093.11,3291512.87,1489852.35,2510871.41,5227679.84,2797442.02,4976334.97,3918606.7,3735408.01,1835253.64,2148020.6,4344135.73,1875761.45,3883212.6,6377837.47,2728994.56,2322629.9
SJPG0106336.001,sp|O15379|HDAC3_HUMAN,Histone deacetylase 3 OS=Homo sapiens OX=9606 GN=HDAC3 PE=1 SV=2,HDAC3,10,6,0,12.85,284447.71,241395.21,224701.25,214487.59,334300.76,220250.66,258437.9,262215.63,209290.44,246468.4,339211.67,249173.33,188432.71,200096.92,263913.54,284506.09,287864.14,233225.94,262203.93,225403.08
SJPG0103383.002,sp|P51178-2|PLCD1_HUMAN,"Isoform 2 of 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens OX=9606 GN=PLCD1",PLCD1,60,25,3,39.51,637248.28,562890.82,513320.7,674290.96,619485.27,529753.39,484082.31,550703.42,598117.05,753285.72,763360.73,618039.14,497510.45,479509.51,647156.65,634817.02,714515.87,665349.95,576457.55,529294.87
SJPG0111955.001,sp|Q86YS7|C2CD5_HUMAN,C2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=C2CD5 PE=1 SV=1,C2CD5,61,30,0,35.5,1009218.59,726396.33,785024.88,742948.31,1168896.72,623038.98,956957.62,747125.84,701474.85,956059.93,808194.92,788013.73,716682.42,741103.57,854877.96,1073998.52,851509.44,806645.1,859780.09,591656.16
SJPG0102002.001,sp|Q9P015|RM15_HUMAN,"39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1",MRPL15,12,7,7,24.32,303245.07,324774.21,316712.66,314151.54,337720.33,245055.62,528385.06,363867.16,213621.44,345305.21,300626.97,417603.9,532879.56,393226.24,435341.22,351891.08,441762.67,529786.2,301937.32,353218.72
SJPG0104599.001,sp|Q9H9J2|RM44_HUMAN,"39S ribosomal protein L44, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL44 PE=1 SV=1",MRPL44,12,6,5,22.89,165319.37,173430.4,177903.49,191361.85,177527.66,127535.49,213567.19,164901.21,116070.46,180979.71,159849.48,183700.18,141073.65,153081.15,196691.82,172654.69,212041.45,256331.74,165213.45,134064.63
SJPG0103342.001,sp|Q9Y2W6|TDRKH_HUMAN,Tudor and KH domain-containing protein OS=Homo sapiens OX=9606 GN=TDRKH PE=1 SV=2,TDRKH,28,16,0,36.54,489660.97,398731.88,420243.57,414585.13,571853.01,299373,532255.17,465104.7,361544.77,519234.5,529938.36,466943.18,372595.17,404291.85,477351.67,418769.93,589189.23,455604.5,453724.24,313053.05
SJPG0100252.001,sp|Q9NX40|OCAD1_HUMAN,OCIA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=OCIAD1 PE=1 SV=1,OCIAD1,26,8,0,33.06,621327.43,578015.84,577132.06,412293.91,690155.69,387106.33,686155.44,511476.23,442414.72,458808.03,449728.43,532574.31,524623.38,548033.11,564259.59,580393.28,588521.45,445785.59,533993.91,491854.96
SJPG0100115.001,sp|P60880|SNP25_HUMAN,Synaptosomal-associated protein 25 OS=Homo sapiens OX=9606 GN=SNAP25 PE=1 SV=1,SNAP25,235,35,9,75.24,3219852.33,3951779.84,3430242.82,3538777.36,4127782.17,2339654.51,3141073.79,4011578.65,3433745.63,3909213.44,2872293.7,4072578.12,3521004.58,3540065.58,3217571.77,2821819.26,3407234.9,3800864.29,3504458.13,2932663.96
SJPG0100103.001,sp|P11137|MTAP2_HUMAN,Microtubule-associated protein 2 OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=4,MAP2,1143,155,0,78.11,13989286.46,11719911.38,9476628.15,8399658.29,20410819.88,8637729.43,12892237.2,14725356.88,10987535.19,16979470.6,15453782.15,17609935.87,14494286.04,15171780.15,17193191.68,15705475.31,13616088.12,12711147.56,19343135.4,12036011.43
SJPG0100103.005,tr|A0A669KB77|A0A669KB77_HUMAN,Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=1,MAP2,1145,157,0,72.71,13983010.2,11721271.64,9479709.63,8403804.61,20400132.28,8642821.04,12891257.64,14722946.21,10989825.34,16969702.71,15456669.94,17613657.01,14501124.22,15170495.94,17200364.3,15706635.21,13619565.56,12712939.01,19339858.72,12041127.5
SJPG0103521.001,sp|Q92667|AKAP1_HUMAN,"A-kinase anchor protein 1, mitochondrial OS=Homo sapiens OX=9606 GN=AKAP1 PE=1 SV=1",AKAP1,25,15,0,17.83,562773.45,429359.09,498336.2,506700.37,559199.1,364927.81,641441.98,503554.17,412104.55,441287.44,610934.88,574677.85,555403.88,588210.91,574480.35,687708.8,708678.14,493279.54,562680.99,470844.14
SJPG0100495.010,sp|Q9Y4J8-10|DTNA_HUMAN,Isoform 10 of Dystrobrevin alpha OS=Homo sapiens OX=9606 GN=DTNA,DTNA,50,17,0,60.76,1571592.55,1634141.94,1441769.1,2045032.95,1189326.7,1018766.61,1457753.49,1574713.04,1649540.43,1672252.33,2142712.59,1992324.91,1344488.41,1486347.84,2658473.8,1822213.54,1986557.62,1541687.79,2019119.15,1500566.41
SJPG0103383.001,sp|P51178|PLCD1_HUMAN,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 OS=Homo sapiens OX=9606 GN=PLCD1 PE=1 SV=2",PLCD1,58,23,1,40.21,632759.08,562016.54,515168.76,683129.2,608927.46,527620.5,474176.39,644028.22,598287.21,742009.03,769753.88,615846.39,497657.05,478234.47,648063.86,631139.78,681627.75,658250.47,575134.76,534980.58
SJPG0108933.001,sp|Q96MW5|COG8_HUMAN,Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens OX=9606 GN=COG8 PE=1 SV=2,COG8,5,5,0,11.11,148395.95,110692.81,118319.89,100130.88,174695.76,106070.18,160869.13,128200.62,92104.4,106004.03,140283.63,106072.4,109178.01,114950.59,133803,109101.06,122261.69,110308.39,108729.1,105542.96
SJPG0103283.001,sp|Q92552|RT27_HUMAN,"28S ribosomal protein S27, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS27 PE=1 SV=3",MRPS27,55,18,0,43.24,685742.95,608104.11,639365.92,701815.86,711431.86,395543.77,776787.86,728614.55,385308.06,582060.13,632158.45,587500.01,521000.48,523786.53,707814.04,510294.93,868214,914984.03,632367.48,479294.56
SJPG0103653.001,sp|Q9Y676|RT18B_HUMAN,"28S ribosomal protein S18b, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS18B PE=1 SV=1",MRPS18B,9,6,3,26.74,329095.83,211869.05,221648.74,208507.66,402935.4,175572.55,381466.23,239342.18,138231.42,197463.96,220297.34,266974.68,164765.04,198745.37,261972.49,242339.2,310392.04,303141.33,215144.78,229043.44
SJPG0111955.002,sp|Q86YS7-2|C2CD5_HUMAN,Isoform 2 of C2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=C2CD5,C2CD5,66,33,0,37.52,1003541.24,726510.98,785794.27,741301.06,1159014.42,626432.23,956134.18,753692.33,702889.24,950856.4,804408.97,785582.85,721135.92,746607.55,855541.46,1070615.17,851294.9,804915.78,857254.4,596632.76
SJPG0100519.001,sp|Q9BPX5|ARP5L_HUMAN,Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens OX=9606 GN=ARPC5L PE=1 SV=1,ARPC5L,48,11,10,69.28,1275546.45,1276954.83,1128940.72,985922.36,1494273.64,1082925.13,1192312.97,1395405.12,1014499.77,1371411.51,1117665.74,1283197.12,1073642.56,1225016.76,1310496.29,1141684.88,1140635.03,972235.21,1051042.25,959052.33
SJPG0103964.001,sp|O00142|KITM_HUMAN,"Thymidine kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=TK2 PE=1 SV=4",TK2,21,7,0,23.77,660197.07,515755.63,458247.63,533898.51,600596.83,355507.41,555156.23,566145.82,436117.58,522144.53,545021.91,552378.94,441584.76,447731.83,565536.44,495746.38,578173.28,614823.68,502801.03,471083.37
SJPG0145930.001,cu|MAP1B_S1934R|snp,MAP1B|uc010iyw.1|S1934R|chr5:71494931-71494931.A_C,NA,31,3,0,45.89,6075050.14,4148123.62,3869650.34,4156934.66,7812696.75,2825802.83,4627377.81,7341649.45,2852763.16,5487462.97,4142305.81,4036185.75,3161466.42,3155599.38,4853285.75,3005084.07,3129255.33,4730224.71,3960410.05,2545564.62
SJPG0111955.005,sp|Q86YS7-5|C2CD5_HUMAN,Isoform 5 of C2 domain-containing protein 5 OS=Homo sapiens OX=9606 GN=C2CD5,C2CD5,67,33,0,37.76,842308.18,614699.08,665059.46,637158.04,963825.03,533610.23,802836.47,633975.45,584448.17,798410.93,672465.42,663763.04,607745.29,631517.36,717652.39,897921.26,719806.77,684254.67,720292.92,508537.16
SJPG0119784.001,sp|Q6UVJ0|SAS6_HUMAN,Spindle assembly abnormal protein 6 homolog OS=Homo sapiens OX=9606 GN=SASS6 PE=1 SV=1,SASS6,2,1,1,1.83,337266.76,270966.32,281664.77,189572.28,363440.03,147299.09,289404.45,324410.1,215874.83,391343.43,357938.67,305129.03,300767.25,232426.25,350322.07,236932.5,348839.61,364611.54,357887.16,220503.39
SJPG0101647.001,sp|Q5T8D3|ACBD5_HUMAN,Acyl-CoA-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ACBD5 PE=1 SV=1,ACBD5,19,11,0,23.97,612810.77,363201.33,468944.02,341849.89,658838.55,321717.83,572860.85,492145.34,277717.53,388676.62,622938.18,466599.02,390963.87,389766.25,595122.37,585330.76,620078.93,398257.05,481276.39,337134.54
SJPG0103976.001,sp|P12271|RLBP1_HUMAN,Retinaldehyde-binding protein 1 OS=Homo sapiens OX=9606 GN=RLBP1 PE=1 SV=2,RLBP1,16,9,4,38.8,351222.76,212170.67,240754.18,190946.43,361279.97,170505.24,328099.12,184792.97,159735.26,274594.19,472515.08,384564.33,214846.5,269767.99,481599.62,449413,380741.2,347846.35,343912.6,227136.92
SJPG0102965.001,sp|Q96S59|RANB9_HUMAN,Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1,RANBP9,15,8,0,13.99,415204.33,329866.8,367810.58,332633.64,503190.24,318768.95,496828.7,305952.84,293949.88,361485.96,376496.66,344487.49,327484.79,366989.58,397533.7,393711.4,402591.94,341114.71,367226.94,320803.28
